"id","name","geom","status","route_type","region"
4049,Dis_MASOOD & COMPANY_M-1,"POLYGON ((71.4514714446132 30.2052282464495, 71.4497172799175 30.2041943940467, 71.4512783255641 30.2030538985298, 71.4528232779567 30.2040274930892, 71.4514714446132 30.2052282464495))",active,Intracity,Punjab
4050,Dis_SADDER DIN AND SONS_SHUJABAD,"POLYGON ((71.3083165806326 29.8753252505716, 71.3126724880728 29.8754368876547, 71.3125791359013 29.877664951638, 71.308191041953 29.8776230886817, 71.3083165806326 29.8753252505716))",active,Intracity,Punjab
4051,Dis_SADDER DIN AND SONS_JALALPUR,"POLYGON ((71.2272255797971 29.5069569298511, 71.2272684951414 29.5051221412385, 71.2299677913224 29.5051828345233, 71.2299141471421 29.5071950297526, 71.2272255797971 29.5069569298511))",active,Intracity,Punjab
4053,DIS_JALAL DIN & SONS-MINCHANABAD,"POLYGON ((73.5607332496059 30.15809646258, 73.5607225207699 30.1578807812274, 73.5610631613147 30.1578761429136, 73.5610685257328 30.1581057391867, 73.5607332496059 30.15809646258))",active,Intracity,Punjab
4055,DIS_KARIM SONS-Rajanpur,"POLYGON ((70.3347113651167 29.118359201981, 70.3356340450179 29.1195870427864, 70.3368785900008 29.118799726704, 70.3360739272963 29.1176937248856, 70.3347113651167 29.118359201981))",active,Intracity,Punjab
4147,DRY-Ashfaq Traders,"POLYGON ((73.9635891096741 31.9645040714756, 73.9635837452561 31.9642412482656, 73.9638975637108 31.964225319562, 73.9638948815018 31.9645086225202, 73.9635891096741 31.9645040714756))",active,Intracity,Punjab
4095,Adhi Kot Fence,"POLYGON ((71.7248220388363 32.187676124065, 71.9630880300473 32.1865138897966, 71.960341448016 32.038207562587, 71.7289419118832 32.0556678664942, 71.7248220388363 32.187676124065))",active,Intracity,Khyber Pakhtunkhwa
3463,Shikarpur to Kandhkot,"POLYGON ((68.5933024233633 27.9974652138486, 68.6303812807851 28.0132275035781, 68.6688334292226 28.0253507723096, 68.6938959902578 28.0386847910591, 68.7100321596914 28.0471692153865, 68.733378106957 28.0550470101061, 68.8198954409414 28.0877639776473, 68.8487345522695 28.0962445277224, 68.8940531557851 28.1150205038339, 68.9270121401601 28.1222877412736, 68.9833170718008 28.154984212629, 69.0149027651601 28.1852498223762, 69.0492350405508 28.2106663160781, 69.0643412417226 28.223977304549, 69.1041666811758 28.260271563732, 69.1261393374258 28.2747858087293, 69.1632181948476 28.2868795024235, 69.2154032534414 28.2844608735575, 69.2483622378164 28.2735763638287, 69.2579752749258 28.2493845827268, 69.2593485659414 28.2179270609487, 69.2401224917226 28.1949330089369, 69.194803888207 28.156195001384, 69.1481119936758 28.1222877412736, 69.1192728823476 28.0992731332227, 69.0945536440664 28.0811002183109, 69.0561014956289 28.0580767774624, 69.019022638207 28.0362605469077, 68.9393717593008 28.0047404033627, 68.9022929018789 27.9804878617264, 68.8789469546133 27.9683595450304, 68.8473612612539 27.9489514026103, 68.7979227846914 27.9283264287454, 68.7416178530508 27.9125517336932, 68.6949259585195 27.9004157869987, 68.6523539370351 27.8955610271606, 68.6406809634023 27.8949541668685, 68.631067926293 27.8931335655769, 68.6063486880117 27.897381587621, 68.5775095766836 27.9131584952893, 68.5617167300039 27.9356062808809, 68.568583185082 27.9716949680521, 68.5919291323476 27.9980714984022, 68.5933024233633 27.9974652138486))",active,Intracity,Sindh
3480,HYD MPK NWB DADU,"POLYGON ((68.2395172119141 25.4240515753598, 68.2419204711914 25.4045153486362, 68.2553100585938 25.3886979903509, 68.2642364501953 25.375670374273, 68.2814025878906 25.3614004206226, 68.3322143554688 25.3241665257384, 68.3596801757813 25.2968543893439, 68.3596801757813 25.2620845876546, 68.345947265625 25.2123961678513, 68.35693359375 25.165173368664, 68.3198547363281 25.1825733716349, 68.3033752441406 25.1030102405308, 68.323974609375 25.0880863835427, 68.3322143554688 25.0694290028215, 68.3198547363281 25.0619652545655, 68.3377075195313 25.0408154989493, 68.3377075195313 25.0258840632448, 68.338737487793 24.9922816912787, 68.3246612548828 24.9817012646277, 68.3287811279297 24.9682410239734, 68.3033752441407 24.9591370206923, 67.9899215698242 24.749793307678, 68.0207347869873 24.6359391072049, 68.1284523010254 24.6456129564649, 68.2669830322265 24.6811813108717, 68.3349609375 24.7144004771657, 68.3507537841796 24.726874870507, 68.3651733398438 24.7231326837963, 68.3878326416016 24.7250037912202, 68.4043121337891 24.7237563893971, 68.4166717529297 24.7200141089011, 68.5162353515625 24.7493256266972, 68.521728515625 24.5845927651922, 68.7057495117188 24.5920853377972, 68.8677978515625 24.5646103801769, 69.0792846679688 24.5895878634126, 69.3141174316406 24.5820951413638, 69.4390869140625 24.564610380177, 69.4953918457031 24.5421263888994, 69.5791625976563 24.5358801205369, 69.818115234375 24.5296335413144, 69.9746704101563 24.6844568334872, 69.9904632568359 24.7848643639131, 69.9053192138672 24.8939108980214, 69.6059417724609 25.0513908328857, 69.488525390625 25.1552293949407, 69.4802856445313 25.1974856827069, 69.4857788085938 25.2235778329714, 69.4871520996094 25.2471801946101, 69.5256042480469 25.3055452823996, 69.4734191894531 25.3589185175453, 69.4459533691406 25.4048254721917, 69.4047546386719 25.4705536549479, 69.3923950195313 25.5102212196637, 69.36767578125 25.5350067957524, 69.32373046875 25.5696979980067, 69.3209838867188 25.6192394271435, 69.3182373046875 25.656382025768, 69.2852783203125 25.6910380200503, 69.2495727539063 25.7281582549818, 69.2276000976563 25.7726872436582, 69.2166137695313 25.8171995293087, 69.202880859375 25.8567519665032, 69.1946411132813 25.8913494983233, 69.1644287109375 25.9160558150108, 69.14794921875 25.9506359624465, 69.1383361816406 25.9913780998266, 69.1383361816406 26.0580165878448, 69.0621185302734 26.1196851205495, 69.0140533447266 26.1350971733598, 68.9800643920898 26.145268014129, 68.92822265625 26.1640663259565, 68.8653945922852 26.1665314536486, 68.7460899353027 26.330345320411, 68.5938262939453 26.4299983180207, 68.5299682617188 26.5879131171204, 68.6260986328126 26.7272133845716, 68.3514404296876 26.8314236609533, 68.2340240478516 26.9131922461951, 68.2043266296387 26.9279624675224, 68.186731338501 26.9341225324187, 68.1657028198243 26.9396701289743, 68.0960083007813 26.9392110278948, 67.8378295898438 26.8681809025125, 67.7005004882813 26.8632806267664, 67.5878906250001 26.7958803188634, 67.5082397460938 26.4711876806675, 67.6455688476563 26.356497169881, 67.8927612304688 26.1431106371007, 67.9888916015625 26.0407435770813, 68.0575561523438 25.9753298516146, 68.1069946289063 25.9209964573792, 68.1399536132813 25.8938203627975, 68.1770324707031 25.8443932501952, 68.2415771484375 25.8048366821615, 68.2635498046875 25.7627933555866, 68.2717895507813 25.7256839329427, 68.2772827148438 25.6811373356854, 68.2855224609375 25.6365740778771, 68.2937622070313 25.5919941802547, 68.2745361328125 25.5548315695942, 68.2535934448242 25.5173475970939, 68.2353973388672 25.4902341224711, 68.2343673706055 25.4575348831362, 68.2395172119141 25.4240515753598))",active,Intracity,Sindh
3485,Khurram Agency St,"POLYGON ((70.3301169092446 33.3383680665637, 70.4921652490884 33.2993510789485, 70.5359389002114 33.3379378274053, 70.5793692285806 33.3561494255803, 70.6020285303383 33.3624580671118, 70.63292757819 33.3831013325215, 70.6603933985025 33.3917012470452, 70.7009054834634 33.4014467883266, 70.7592703516275 33.4358340792904, 70.7434775049478 33.4770808473728, 70.7511071184342 33.5667347733102, 70.7469872453874 33.6307909083211, 70.7257012346452 33.6588005019158, 70.6865624406999 33.670801823444, 70.6378106096452 33.6748018918721, 70.5911187151139 33.7045108604059, 70.6034783342545 33.7496259813885, 70.5921486833756 33.7858722039108, 70.5745934100691 33.8174919504703, 70.5268715472761 33.8440149289919, 70.4956291766707 33.8682491621811, 70.4576398329986 33.9093757171209, 70.4456235366118 33.94669347309, 70.4236508803618 33.9538133241678, 70.4057980971587 33.9595087761415, 70.3855420546783 33.9612173373878, 70.3766156630767 33.9649191023679, 70.3628827529204 33.9549524450625, 70.3508664565337 33.9595087761415, 70.3319837050689 33.9637801149166, 70.3117276625884 33.9649191023679, 70.2966214614165 33.9700443571532, 70.2835751967681 33.9777316601877, 70.2633191542876 33.9794398553655, 70.2540494399322 33.9740304528901, 70.2440930800689 33.9737457379628, 70.2307034926665 33.9765928443341, 70.2255536513579 33.9831408271668, 70.2080441909087 33.980293940083, 70.1956845717681 33.9797245512248, 70.1853848891509 33.9865569658065, 70.174055238272 33.9942427757004, 70.1586057143462 33.9985123696951, 70.1469327407134 34.0116044531897, 70.1318265395415 34.0084739211775, 70.1208402114165 34.0061970981319, 70.1108838515533 34.007904721139, 70.0961209731353 34.0044894407881, 70.0743518574642 34.009688555067, 70.0434528096126 34.0341601968739, 70.0242267353939 34.0381432846598, 70.0135837300228 34.0370052786622, 69.998134206097 34.044402044731, 69.9868045552181 34.0381432846598, 69.9795947773861 34.0301769220702, 69.965175221722 34.0372897815929, 69.9524722798275 34.0330221374416, 69.9311862690853 34.0330221374416, 69.9143634541439 34.0372897815929, 69.9044070942806 34.0313150196684, 69.8941074116634 34.0182259756558, 69.8941074116634 34.0079809679307, 69.9002872212337 34.0002964009017, 69.9092136128353 33.9829324120239, 69.8968539936947 33.9763844131371, 69.8786578877376 33.9766691192286, 69.8765979512142 33.9652801319582, 69.8635516865658 33.9610088685043, 69.866298268597 33.9476241876117, 69.8584018452572 33.9479089899768, 69.8690448506283 33.9353767844159, 69.8614917500423 33.9245520314357, 69.8687015278744 33.9271159130553, 69.8934207661556 33.9145806471425, 69.9215732319759 33.8895045831695, 69.9208865864681 33.8610001051941, 69.9404559834408 33.8436076994022, 69.9565921528744 33.8336268514381, 69.965175221722 33.804818441841, 69.9699817402767 33.7865585861486, 69.968951772015 33.766582409689, 69.9874912007259 33.7520254052905, 70.009120534222 33.7337542947263, 70.0190768940853 33.7394644348666, 70.0334964497494 33.7408919105172, 70.0379596455501 33.7357528870062, 70.0427661641048 33.7411774027968, 70.0657687886165 33.7294714402201, 70.0911746724056 33.7260450027091, 70.1035342915462 33.7223328743663, 70.116230064516 33.7288091740064, 70.1316795884418 33.7310934073066, 70.1450691758442 33.7265248799048, 70.1543388901996 33.7053922774488, 70.1588020860004 33.6825403706267, 70.1512489854145 33.6596823877338, 70.1615486680317 33.6551100622047, 70.178714805727 33.6448214415188, 70.1989708482074 33.6496801100955, 70.2065239487934 33.6351032817195, 70.2010307847309 33.6253840251892, 70.2075539170551 33.610231232495, 70.1790581284809 33.5430122363556, 70.1927910386371 33.5103850215096, 70.2157936631488 33.5015105800911, 70.2068672715473 33.488626707311, 70.2240334092426 33.4860497026989, 70.2212868272113 33.4748817966874, 70.2363930283832 33.4791773155349, 70.2535591660785 33.4662901201242, 70.2490959702778 33.453687453837, 70.2573357163715 33.4428018587706, 70.2679787217426 33.4336339822987, 70.2803383408832 33.4379315450066, 70.2985344468403 33.4350665268498, 70.3036842881488 33.411569810278, 70.3311501084613 33.3937997789115, 70.3194998796066 33.378034796002, 70.3160666520676 33.3642723617122, 70.3359793717941 33.3542358808401, 70.3301169092446 33.3383680665637))",active,Intracity,Khyber Pakhtunkhwa
3503,RCW Rohri ST,"POLYGON ((68.8912097217469 27.7143235600441, 68.8197985889344 27.6802774315897, 68.8246051074891 27.6395297230022, 68.8870898487001 27.6106322248227, 68.9332667591004 27.630709190307, 68.975323796454 27.6519989180318, 68.9636508228212 27.6839257389933, 68.9409915210633 27.7052051027778, 68.8912097217469 27.7143235600441))",active,Intracity,Sindh
3504,Sawabi Amber Dagi,"POLYGON ((72.298784666996 34.1964110953217, 72.2575859365273 34.1282313213519, 72.2630791005898 34.0696664562151, 72.3193840322304 34.009922710411, 72.4326805410195 33.9882907960376, 72.5377373037148 34.0480497693374, 72.5494102773476 34.13732513869, 72.493105345707 34.1969790287442, 72.4100212392617 34.2242353338402, 72.298784666996 34.1964110953217))",active,Intracity,Khyber Pakhtunkhwa
3505,Bhowana St,"POLYGON ((72.6413046088327 31.537391068642, 72.6043600866409 31.5591479670471, 72.5930304357619 31.5727503375115, 72.618436319551 31.5955627609393, 72.6628966161819 31.6155921418018, 72.7004904577346 31.5860582631687, 72.7077002355666 31.5572288950008, 72.6924223730178 31.5414297793656, 72.6413046088327 31.537391068642))",active,Intracity,Punjab
3506,Khuzdar St,"POLYGON ((66.4667392185561 27.8337280730857, 66.452319662892 27.7261996235053, 66.5470767429701 27.7547627399996, 66.6033816746108 27.7790658747935, 66.6219211033217 27.7280230248754, 66.6411471775404 27.6763481803065, 66.6816592625014 27.7170821591811, 66.7345309666029 27.7389627925197, 66.6885257175795 27.7748132180292, 66.6349673679701 27.8762240913242, 66.5875888279311 27.8980726982443, 66.5814090183608 27.8343352763188, 66.4667392185561 27.8337280730857))",active,Intracity,Balochistan
3507,Mirpur Khas+Digri,"POLYGON ((68.8796695477036 25.5246550567449, 68.9181216961411 25.596510463095, 68.9895328289536 25.6138484110468, 69.0691837078599 25.6163250554836, 69.1254886395005 25.5828860262119, 69.2875369793442 25.1187361033175, 69.2858203655747 25.0755196601008, 69.2497714764145 25.0621474535645, 69.1680606609849 25.0353986622776, 69.1096957928208 25.0316658088889, 69.0623172527817 25.0441082117797, 68.8796695477036 25.5246550567449))",active,Intracity,Sindh
3508,Mohsinwal ST,"POLYGON ((72.2192317002141 30.4411829286182, 72.2274714463078 30.4438468527708, 72.2418910019719 30.4432548759163, 72.2501307480656 30.4411829286182, 72.2583704941594 30.4391109372877, 72.2662669174992 30.4364468837363, 72.2755366318547 30.4311185582927, 72.2810297959172 30.4234215743051, 72.2861796372258 30.4177964712044, 72.288926219257 30.4133553712898, 72.2913294785344 30.406841392546, 72.2920161240422 30.4021036804584, 72.29270276955 30.3923314233195, 72.2906428330266 30.3822620146232, 72.2878962509953 30.3745611784309, 72.2837763779484 30.3686370454493, 72.2786265366398 30.3636012501967, 72.2721034043156 30.3576764532087, 72.2659235947453 30.3520475636724, 72.2556239121281 30.3487885848713, 72.2473841660344 30.3470109143232, 72.2374278061711 30.3461220669399, 72.2267848008 30.3473071949903, 72.2182017319523 30.3487885848713, 72.2127085678898 30.3517512973575, 72.2054987900578 30.3544176618972, 72.2006922715031 30.3573802039388, 72.1951991074406 30.3624163195101, 72.1907359116398 30.3674521757788, 72.1876460068547 30.3736725813677, 72.1848994248234 30.3772269211573, 72.1824961655461 30.3819658398351, 72.1807795517766 30.389666092596, 72.1811228745305 30.3949966813239, 72.1807795517766 30.4018075658203, 72.1835261338078 30.4103945257455, 72.1848994248234 30.4139475296212, 72.1890192978703 30.4207570922055, 72.1917658799016 30.4254938989662, 72.1986323349797 30.430822531677, 72.2044688217961 30.434374791767, 72.2096186631047 30.4367428932807, 72.2147685044133 30.439406938745, 72.2192317002141 30.4411829286182))",active,Intracity,Punjab
4104,Mundia Fence,"POLYGON ((67.013680884486 24.914193473448, 67.013680884486 24.9146508017392, 67.013680884486 24.9151056957509, 67.0132570954617 24.9151081283347, 67.0128225776013 24.9151056957509, 67.0128306242283 24.9141910408462, 67.013680884486 24.914193473448))",active,Intracity,Sindh
4148,DRY-MULLER & PHIPPS (RAVI ROAD),"POLYGON ((74.2939279336665 31.6002082781511, 74.2940271754001 31.6000415091695, 74.2941371459697 31.5998838779397, 74.2942471165393 31.5998084889964, 74.294378544781 31.5997605141825, 74.2946521301005 31.5996782715869, 74.2946896810268 31.6001625880488, 74.2939279336665 31.6002082781511))",active,Intracity,Punjab
640,MandiBahauddin-Gujrat-Gujkranwala,"POLYGON ((73.2693672180176 32.7487010669037, 73.1128120422363 32.3760136133557, 73.4781074523926 32.0786137686515, 73.6264228820801 32.1228205266936, 73.9862251281738 32.0553384619546, 74.1674995422363 31.8875815662251, 74.3377876281738 31.8712555251583, 74.4751167297363 31.9272184742541, 74.5987129211426 31.9831473844781, 74.7003364562988 32.0879222325237, 74.6344184875488 32.1693308320461, 74.6206855773926 32.2274353337658, 74.5685005187988 32.3342505969866, 74.5822334289551 32.4061637948035, 74.3213081359863 32.5081358302002, 74.2306709289551 32.6215596274133, 74.2965888977051 32.6631894781047, 74.2196846008301 32.792580562121, 74.0960884094238 32.8202827788062, 74.0109443664551 32.8572056336222, 73.9203071594238 32.7694887874994, 73.7829780578613 32.792580562121, 73.7692451477051 32.8202827788062, 73.5495185852051 32.8433613627567, 73.3078193664551 32.8087412377916, 73.2693672180176 32.7487010669037))",active,Intracity,Punjab
3510,Gujranwala+Muridke St,"POLYGON ((74.0964272182384 32.2048479218403, 74.1331627529064 32.2372331144666, 74.1508438747326 32.2556715425121, 74.1843178432384 32.2566877249656, 74.2528917238726 32.2617064364227, 74.2927171633257 32.248060362989, 74.3043901369585 32.1975230107405, 74.3270494387163 32.1300961923124, 74.3857852407743 31.9366897955604, 74.4736758657743 31.8469086550888, 74.2639056631376 31.7625864136912, 74.2045108267118 31.7754293676006, 74.1643420645048 31.8008181416929, 74.1595355459501 31.8754848763537, 74.1657153555204 31.9559172179657, 74.1052405915893 32.0430162696816, 74.0506522737182 32.0814225222677, 73.9933173738158 32.0993108365649, 73.9833610139525 32.1404552006063, 73.9884532791353 32.1612080258008, 74.0045318724431 32.1819561256072, 74.0964272182384 32.2048479218403))",active,Intracity,Punjab
3511,Khuiratta St,"POLYGON ((74.0366785325773 33.313293615675, 74.0277521409757 33.317238510645, 74.0074960984952 33.3315103663027, 73.9657474981466 33.3739131971343, 73.9472509847799 33.4046572246546, 73.9678932653585 33.4273678523599, 73.9954449163595 33.4418365102512, 74.0227326805956 33.437186353551, 74.0383474711989 33.422793894326, 74.0599640152961 33.3985879692179, 74.0769584916145 33.3697771894675, 74.0994461319954 33.3469798109169, 74.0855415604622 33.3346466651436, 74.0722680360217 33.3274132000366, 74.0689508714445 33.3227610636795, 74.0548746385343 33.3184578056999, 74.0366785325773 33.313293615675))",active,Intracity,Azad Jammu and Kashmir
3516,RahimYar khan St,"POLYGON ((70.4239391272791 28.430059063239, 70.384113687826 28.3364232324779, 70.31064261849 28.321917392354, 70.1726268714197 28.3732833287141, 70.0929759925135 28.4517949019635, 70.0339244788416 28.5730711729901, 70.1719402259119 28.6622798809247, 70.3284954016932 28.6574597266966, 70.5070232337245 28.5658347143436, 70.5025600379236 28.4877096190669, 70.4239391272791 28.430059063239))",active,Intracity,Punjab
3521,Attock - Nowshera,"POLYGON ((72.2240461449422 33.7463669137036, 72.3174299340047 33.6892530073878, 72.396737490157 33.7049631190069, 72.4801649193563 33.726381368593, 72.5261701683797 33.776051125176, 72.5378431420125 33.8388107620701, 72.4794782738484 33.8889853146194, 72.2769178490438 33.9340032543353, 72.213746462325 33.9926618045778, 72.1272291283406 34.028520391623, 72.0238889794148 34.0416078478069, 71.9816602806844 34.0438837210306, 71.9438947777547 34.0552621709788, 71.8810667137898 34.0711894352738, 71.8139471154012 34.0114467626266, 71.8078531365193 33.9764350887768, 71.818238649825 33.9459660472013, 71.843987856368 33.9032340697758, 71.9406332115926 33.8510720392373, 72.2240461449422 33.7463669137036))",active,Intracity,Khyber Pakhtunkhwa
3524,Nasirabad+Jacobabad St,"POLYGON ((67.7716813719976 27.3609356977937, 67.8884507170593 27.3085873157917, 67.9825211516297 27.3049265484716, 68.18605366413 27.2697866253858, 68.3652681416691 27.3753236968698, 68.593859983824 27.9892833544621, 68.5595277084334 28.4205587445573, 68.253283811949 28.3740490442561, 67.7958845057254 28.3001567650126, 67.7107404627567 27.6938723984898, 67.7716813719976 27.3609356977937))",active,Intracity,Sindh
4079,BTY-940,"POLYGON ((66.9996031609452 24.8577904253646, 66.9995119658387 24.8574764759985, 66.9998847928917 24.857379127196, 66.9999840346253 24.8577028116682, 66.9996031609452 24.8577904253646))",active,Intracity,Sindh
3525,Layyah+KarorLalEsan St,"POLYGON ((71.0287658772775 30.9021563745779, 70.8886901936837 30.8986212704592, 70.8591644368478 30.9363223161543, 70.897430240905 31.2549615644331, 70.9709013102409 31.2854801372973, 71.0505521891472 31.2684613815341, 71.0127866862175 31.2021176378665, 71.0287658772775 30.9021563745779))",active,Intracity,Punjab
3527,Mandi Faizabad,"POLYGON ((73.9256434093189 31.4381598708143, 73.9599756847095 31.4551479351082, 74.0355066905689 31.479453082048, 74.071898902483 31.4498761068573, 74.1052012096119 31.4082768396308, 74.0725855479908 31.3745737701474, 74.0317301402759 31.3417382866405, 73.9603190074634 31.3590369795994, 73.9390329967213 31.369004272639, 73.9239267955494 31.3865910346923, 73.9211802135181 31.4072512725406, 73.9208368907642 31.4249041130234, 73.9256434093189 31.4381598708143))",active,Intracity,Punjab
3529,Khairpur+Pirjo Goth St,"POLYGON ((68.9038357468571 27.5205461584349, 68.8791165085758 27.4023468000412, 68.7589535447086 27.3852766401326, 68.7150082322086 27.3962506169092, 68.5738900298324 27.4659848851525, 68.4825661772934 27.4745140568732, 68.4660866851059 27.5457677374898, 68.4956124419418 27.6072401821705, 68.5546639556137 27.6692862801466, 68.6123421782699 27.6777996644126, 68.7249520415512 27.6619885656843, 68.8059762114731 27.6498246255196, 68.9038357468571 27.5205461584349))",active,Intracity,Sindh
3531,Vehari+Kacha Khuh St,"POLYGON ((72.4265496439114 30.1175960040763, 72.4835412210599 30.038569539836, 72.4217431253568 29.9374664412796, 72.2947137064114 29.9321110558932, 72.2123162454739 29.942226541853, 72.0794080719124 30.1891680976413, 72.0354627594124 30.3889795170882, 72.0842145904671 30.4635818020137, 72.2229169830452 30.4641736554006, 72.4265496439114 30.1175960040763))",active,Intracity,Punjab
3532,Layyah+Fatehpur+ChowkAzam St,"POLYGON ((70.983092520019 30.8784521579554, 70.8299705717768 30.9102700974052, 70.8586888783258 31.2093341476678, 71.1800389759821 31.2492603509053, 71.3736730091852 31.236344895923, 71.5370946400446 31.043577999281, 71.667557286529 30.8362711170504, 71.294022130279 30.7879135270143, 70.983092520019 30.8784521579554))",active,Intracity,Punjab
3533,Sharaqpur Manga mandi St,"POLYGON ((74.1041564941406 31.4881114959717, 74.0567779541016 31.4646892547607, 74.0581512451172 31.4380359649658, 74.0478515625 31.381778717041, 74.0437316894531 31.327241897583, 74.0354919433594 31.3061294555664, 74.046142578125 31.2844009399414, 74.0746307373047 31.2794303894043, 74.1024398803711 31.2937908172607, 74.1196060180664 31.3064212799072, 74.1333465576172 31.3292827606201, 74.1405487060547 31.3495311737061, 74.1333389282227 31.3735656738281, 74.1271667480469 31.4787406921387, 74.1041564941406 31.4881114959717))",active,Intracity,Punjab
3550,Sarai Alamgir St,"POLYGON ((73.731559753418 32.887565612793, 73.716796875 32.9015464782715, 73.7355117797852 32.9145202636719, 73.7852935791016 32.9460029602051, 73.7977142333984 32.9367179870605, 73.8179931640625 32.9128837585449, 73.8202285766602 32.9026489257813, 73.8125 32.8983268737793, 73.8068389892578 32.8865089416504, 73.8179931640625 32.870361328125, 73.8110427856445 32.8573837280273, 73.8049087524414 32.853271484375, 73.8005752563477 32.8525505065918, 73.7965393066406 32.8540649414063, 73.7821197509766 32.8588256835938, 73.7701034545898 32.8658866882324, 73.7491607666016 32.8709869384766, 73.731559753418 32.887565612793))",active,Intracity,Punjab
3551,Daur ST Fence,"POLYGON ((68.3509740457696 26.3867607545818, 68.3197316751641 26.379071661316, 68.2926091776056 26.3787640869394, 68.2562169656915 26.3947568685569, 68.2314977274102 26.4175120076357, 68.2211980447931 26.4504067704418, 68.2260045633477 26.4783752994133, 68.2366475687188 26.4989631676725, 68.2541570291681 26.5146320583958, 68.2684049234552 26.5321418184745, 68.2908925638361 26.5453491681023, 68.3221349344414 26.5508773745819, 68.3574971780938 26.5504167008877, 68.3907994852227 26.5425849649303, 68.404532395379 26.5319882356994, 68.4223851785821 26.5137872217431, 68.426505051629 26.4992704213635, 68.4285649881524 26.4811410482859, 68.4271916971368 26.4611647012499, 68.4211835489434 26.4462570142454, 68.4028157816095 26.4270432319891, 68.3762082681817 26.4072112505776, 68.3509740457696 26.3867607545818))",active,Intracity,Sindh
3556,TobaTek Sing+Jhang+Pir Mahal+Kamalia+Gojra St,"POLYGON ((72.7378768920898 30.6694889068604, 72.627326965332 30.6677188873291, 72.4968643188477 30.6553134918213, 72.3677749633789 30.691930770874, 72.2675247192383 30.8453273773193, 72.0587844848633 31.0455570220947, 71.9393081665039 31.129056930542, 72.001106262207 31.2841014862061, 72.2565383911133 31.3990459442139, 72.4625701904297 31.3815040588379, 72.5449676513672 31.3803329467773, 72.6732711791992 31.3017444610596, 72.791374206543 31.1990165710449, 72.9162292480469 31.1916580200195, 73.0151290893555 31.15993309021, 73.1111373901367 31.149356842041, 73.1689300537109 31.0858707427979, 73.1783905029297 31.0093936920166, 73.0920257568359 30.9257888793945, 72.9600677490234 30.8668670654297, 72.7515487670898 30.8254222869873, 72.7810745239258 30.7351627349854, 72.7378768920898 30.6694889068604))",active,Intracity,Punjab
3558,Multan+Lodhran St,"POLYGON ((71.4360322474609 30.0399947207996, 71.3502015589843 30.1421809118409, 71.2911500453125 30.298226247443, 71.5060700892578 30.3877068265251, 71.6083802699218 30.2905187983625, 71.7158011591849 30.2196750080079, 71.6374791394786 30.0834520408599, 71.8082397317973 29.8454618552318, 71.7279022073833 29.4833879742409, 71.4779632425395 29.5264028018986, 71.4360322474609 30.0399947207996))",active,Intracity,Punjab
3559,Gojra+Painsra St,"POLYGON ((72.7787237803439 31.0066213357428, 72.6688604990939 30.9771903347763, 72.4566870371799 31.1183762581534, 72.5239782969455 31.2170816595772, 72.6551275889377 31.3344538510335, 72.7203589121799 31.3626014332048, 72.7890234629611 31.4493367517136, 72.9242926280002 31.4557800941598, 73.0382757822971 31.3913267324306, 72.9902105967502 31.2781334265584, 72.8879004160861 31.1172005745454, 72.8377752940158 31.0113294531016, 72.7787237803439 31.0066213357428))",active,Intracity,Punjab
4080,DRY-SH M. RAFIQ M. SHAFI CORPORATION,"POLYGON ((74.4426554186593 31.1241338845629, 74.4424327953111 31.1238698322911, 74.4429665549051 31.1235139345883, 74.4432320935975 31.1237733956261, 74.4426554186593 31.1241338845629))",active,Intracity,Punjab
4081,DRY-SIGMA DISTRIBUTORS (PVT) LTD (HP),"POLYGON ((74.4326337844698 31.5709533778893, 74.4331648618547 31.5706517281148, 74.4337388545839 31.5711544771969, 74.4330790311663 31.5716298011086, 74.4326337844698 31.5709533778893))",active,Intracity,Punjab
4082,DRY-SIGMA DISTRIBUTORS (PVT) LTD (KL),"POLYGON ((74.3793714244595 31.4374171507823, 74.3823754985562 31.4365566751406, 74.3792534072628 31.4348814711791, 74.3781054218045 31.435339180152, 74.3793714244595 31.4374171507823))",active,Intracity,Punjab
4144,DRY-ZAFAR IQBAL TRADERS,"POLYGON ((73.8196356860033 30.7514927822058, 73.8194532957903 30.7514927822058, 73.8194693890443 30.7504047821261, 73.8204027977815 30.7504601044607, 73.8203813401094 30.7514835619178, 73.8196356860033 30.7514927822058))",active,Intracity,Punjab
4766,Sukkur Ubauro,"POLYGON ((68.8649779141929 27.397643104386, 68.7249022305991 27.4208065194979, 68.5958128751304 27.5024492526129, 68.5408812345054 27.6266249307879, 68.6122923673179 27.7603821869308, 68.7853270352866 27.8502720113793, 69.6752196134116 28.3469569114184, 69.7356444180991 28.3348700472097, 69.7960692227866 28.2357059272765, 69.8674803555991 28.114649248165, 69.8784666837241 28.0395253772252, 69.6999388516929 27.8502720113793, 68.8649779141929 27.397643104386))",active,Intracity,Sindh
